generation,max_fitness,mean_fitness,min_fitness,std_fitness,mean_links,max_links
0,7.223541907562222,3.744814989121342,2.456179828757796,1.4163698064739227,6.566666666666666,13
1,7.223541907562222,4.708654368799004,2.5000018172427394,1.6186242999044902,6.033333333333333,16
2,7.419274616240461,3.9498655048358318,0.0,2.0527358664035824,4.6,10
3,7.419274616240461,4.45685095577377,2.499826388888889,1.8210209065290017,3.7333333333333334,11
4,7.930365568677386,5.215408905647119,2.499826388888889,1.9200004517945073,3.5,7
5,8.123609513484993,5.258470515145091,2.499826388888889,1.8412505152388199,3.033333333333333,8
6,8.123609513484993,4.421653202599648,2.499826388888889,1.6881223430592458,2.8666666666666667,10
7,8.123609513484993,4.610377118728606,2.49983804877937,1.651948354461709,3.2333333333333334,9
8,8.123609513484993,4.6674967494242825,0.0,1.8634179460573044,3.2666666666666666,10
9,8.123609513484993,5.724497878463891,2.510674985988218,1.4256018268557633,3.2,10
10,8.123609513484993,5.34418688777035,0.0,1.9328449473636335,4.166666666666667,11
11,8.123609513484993,5.534937192156805,2.499826388888889,1.6375485438680548,4.766666666666667,27
12,8.123609513484993,5.270413435655353,0.0,2.1360352707161803,3.3333333333333335,10
13,8.273876320550615,5.203531234579624,2.499826388888889,1.9935614078746273,3.033333333333333,8
14,8.273876320550615,5.465943268540648,2.499826388888889,1.7282653876150698,3.1333333333333333,10
15,8.273876320550615,5.199309925070821,2.490425995102328,1.8499036349610685,2.7333333333333334,5
16,8.273876320550615,5.285643963326845,0.0,2.012704876827288,2.4,5
17,8.273876320550615,5.883035190505046,2.499826388888889,1.4659438462419747,2.2666666666666666,7
18,8.273876320550615,6.281814327091143,2.541492801159197,1.3520421680197527,2.8,9
19,8.273876320550615,6.348414593183752,2.5000230563782866,1.263792273071489,3.066666666666667,13
20,8.273876320550615,6.110967165954788,0.0,1.633798318863997,2.933333333333333,14
21,8.273876320550615,6.116146385226768,2.6800385902106614,1.1496053018941454,2.9,13
22,8.273876320550615,5.939323304638398,2.720304581392137,1.3628345882998991,2.2,6
23,8.273876320550615,5.961131537460604,2.499826388888889,1.328345542918528,1.9333333333333333,5
24,8.273876320550615,5.7577298844346805,2.4998387006205,1.5635481215505715,2.1666666666666665,10
25,8.689835865785689,5.994065583055199,2.5001294422520024,1.4576271847232862,2.066666666666667,10
26,8.689835865785689,5.676595639720898,2.5000230563782866,1.6203147624554868,2.533333333333333,10
27,8.689835865785689,5.6871614089091045,0.0,1.7347285069180682,2.9,9
28,8.689835865785689,5.847745305021994,2.500049574606149,1.5166671079972704,4.2,27
29,8.689835865785689,5.25798645875366,2.500049574606149,1.8637237897747814,4.0,21
30,8.689835865785689,5.982929531193425,2.499826388888889,1.410585398651493,5.1,33
31,8.689835865785689,6.053667851309076,2.550778086710723,1.2850355381608236,3.1666666666666665,9
32,8.689835865785689,5.6004159454965565,2.687133297729194,1.590591893246958,2.433333333333333,5
33,8.689835865785689,5.876533135028307,2.5513454648655114,1.4227747230471306,2.3666666666666667,7
34,8.689835865785689,5.471441250193283,2.499905823718139,1.6364505949243957,2.3,4
35,8.689835865785689,5.605978965052671,2.499905823718139,1.4677970852615934,2.1666666666666665,7
36,8.689835865785689,5.645774893664277,2.499861841192235,1.6095350443354721,2.566666666666667,7
37,8.689835865785689,5.939849260090201,2.502452340567957,1.2668771930602725,2.6,7
38,8.689835865785689,5.923071920908507,0.0,1.6744165855915505,2.6,9
39,8.689835865785689,5.804940362835888,2.4999666212151856,1.488921241383067,2.2333333333333334,9
40,8.689835865785689,5.843699997757062,2.499848870997919,1.3324551050487223,1.8666666666666667,5
41,8.689835865785689,6.18853319706427,3.3293682330524357,0.9327383136718724,1.9,7
42,8.73516489215002,6.206685827379349,2.5000810768207664,1.1352522195811607,1.9333333333333333,11
43,8.73516489215002,6.134965007024683,3.7103205310502445,0.833940707242122,1.6666666666666667,7
44,8.73516489215002,6.063067446541473,2.522176172046027,1.0837297127942374,1.8333333333333333,7
45,8.735195760609466,6.226820931547051,2.504581119963553,1.2819613567456563,2.1,7
46,8.735195760609466,6.310278893767172,0.0,1.4574065750546206,2.5,10
47,8.735195760609466,6.272026746198433,2.9306668633595616,0.9289012156697912,1.6666666666666667,5
48,8.735195760609466,6.506622176424407,4.806121753362887,0.5797797899788535,2.066666666666667,11
49,8.900688712045818,6.273057470560781,2.500003545685704,1.341147173747287,2.066666666666667,5
