generation,max_fitness,mean_fitness,min_fitness,std_fitness,mean_links,max_links
0,7.867890034749514,3.695449896912487,0.0,1.727240903021281,5.7,13
1,7.867890034749514,3.6076720389349646,2.4997691377608664,1.2766921267149227,4.96,15
2,7.867890034749514,3.7907889190830173,0.0,1.665538942671563,5.02,15
3,7.9339021441671465,4.171727958118101,2.499826388888889,1.6981032776732068,4.24,16
4,7.9339021441671465,4.425242861963575,2.4999093812680147,1.566357679221656,4.28,13
5,7.9339021441671465,4.304200861825258,0.0,1.718727497964012,4.4,19
6,7.9339021441671465,5.332304662133254,2.499826388888889,1.6541960834745997,4.48,31
7,8.182823084196455,5.151312875628196,2.499826388888889,1.8964047984710726,4.46,13
8,8.182823084196455,5.859032189273949,2.499925216937386,1.4035923680878635,4.16,16
9,8.182823084196455,5.4879635280053325,0.0,1.5949230793285036,4.3,16
10,9.775353405345882,5.424351267090459,2.391333838100435,1.5982401136532767,3.66,15
11,9.775353405345882,5.273140129211144,2.447554844592938,1.7664952689757023,3.54,15
12,9.775353405345882,5.90416419806884,2.5002356798507623,1.2656605514205488,3.46,15
13,9.775353405345882,5.930844880748177,2.5002356798507623,1.3918633533965636,3.14,15
14,9.775353405345882,6.368329167364011,3.4442759454245198,0.9171642081888446,3.76,27
15,9.775353405345882,5.9035468565485045,0.0,1.461434180274578,4.12,22
16,9.775353405345882,5.741919274626131,0.0,1.8821312653194042,4.82,28
17,9.775353405345882,5.814728205428768,0.0,1.7495641699204236,4.38,20
18,9.775353405345882,6.09162489668976,2.499826388888889,1.457293831693138,3.68,25
19,9.775353405345882,5.889892106752127,2.499826388888889,1.4807545570064662,2.76,15
20,9.775353405345882,6.042185890096878,2.4998333372811548,1.3045216481624704,2.92,15
21,9.775353405345882,5.637258736781847,2.499826388888889,1.6945953288778128,3.32,15
22,9.775353405345882,6.040791573353889,2.499826388888889,1.3845506620105816,3.5,21
23,9.775353405345882,5.756796093875545,0.0,1.903297007674865,3.36,19
24,9.775353405345882,6.300367509822374,2.4998318591096944,1.1767472440606233,3.5,16
25,9.775353405345882,6.045787522180303,2.499826388888889,1.1968787555331992,2.76,15
26,9.775353405345882,5.9903575690887525,2.499826388888889,1.37349661748385,3.18,15
27,9.775353405345882,5.894968243479234,0.0,1.6162019750342875,3.18,19
28,9.775353405345882,6.431571779235454,3.776601910079222,0.847215727207631,3.54,15
29,9.775353405345882,6.235820327839114,0.0,1.3417764827233196,2.52,16
30,9.775353405345882,6.214012674306409,0.0,1.331183650802761,2.6,15
31,9.775353405345882,5.962530061607168,2.4999140800353845,1.424318639486224,2.12,15
32,9.775353405345882,6.080679076599572,2.499826388888889,1.2807758511870635,2.14,15
33,9.775353405345882,6.294191484231757,2.4999398242413644,1.1297162765620103,2.74,19
34,9.775353405345882,6.020790350395882,0.0,1.4786637840551984,2.64,19
35,9.775353405345882,5.696095807872062,0.0,1.7125514974957499,4.0,31
36,9.775353405345882,5.95883484264523,0.0,1.5331778136376313,2.86,31
37,9.775353405345882,5.866260744280251,0.0,1.6075419958094104,3.04,22
38,9.775353405345882,6.200253362236134,0.0,1.248168753087297,2.76,22
39,9.775353405345882,6.2779253782561035,0.0,1.1261221595268844,2.22,16
40,9.775353405345882,6.204008051083856,2.5489288588592807,1.172298306272099,2.12,15
41,9.797256628790933,6.4094812792985625,2.499826388888889,1.315816333596984,2.88,17
42,9.797256628790933,6.237678664039386,2.5000622830019004,1.2100857027806593,3.14,21
43,9.797256628790933,5.970626527160506,2.5001103553648485,1.4350611436324368,2.92,17
44,9.797256628790933,5.740668157488389,0.0,1.7876671652793048,2.7,17
45,9.797256628790933,5.392434339857325,0.0,2.0114883007332973,3.62,19
46,9.797256628790933,5.519185385266207,0.0,1.8405309111866293,3.94,19
47,9.797256628790933,5.543877626450185,2.499826388888889,1.664622866990112,3.52,17
48,9.797256628790933,5.594747769254794,2.499826388888889,1.6785404557681214,3.02,17
49,9.797256628790933,5.434340987878887,0.0,1.8131105623196322,3.14,17
