generation,max_fitness,mean_fitness,min_fitness,std_fitness,mean_links,max_links
0,7.467400636882299,3.984608329898001,2.5031887258144057,1.446642893503433,5.7,13
1,7.467400636882299,4.505542051339348,2.499826388888889,1.5068087915527049,5.9,16
2,7.467400636882299,4.915291719754284,2.4998580600757823,1.7137476888503145,4.233333333333333,10
3,7.467400636882299,4.956345055703317,2.4998580600757823,1.5558980948332495,4.4,15
4,7.467400636882299,4.854587680710187,0.0,1.8631000076819098,5.0,21
5,7.712150936960505,5.784120974301968,2.4998596823364263,1.2061318434447679,4.933333333333334,24
6,8.110324337399334,5.648768206340818,2.4998682303473094,1.311671907739935,4.9,24
7,8.110324337399334,5.502788417601798,0.0,1.9102324840650624,7.2,58
8,8.110324337399334,5.569018814897883,0.0,1.858825843014842,3.933333333333333,22
9,8.110324337399334,6.15604601205228,4.55423503223984,0.6589663455776013,4.133333333333334,22
10,8.110324337399334,6.0635666333219245,0.0,1.264307409994821,4.4,19
11,8.110324337399334,5.983247772602411,2.546731196769464,1.1489234852655543,4.8,27
12,8.110324337399334,5.741949566739873,2.499826388888889,1.4781074432927563,5.866666666666666,40
13,9.131436328516182,5.977321900200861,0.0,1.6793415923009418,4.166666666666667,19
14,9.133967459792935,6.089020486499262,2.499826388888889,1.388551360969525,4.0,21
15,9.133967459792935,6.189637492975801,2.499827708225823,1.2898165683351523,4.333333333333333,22
16,9.133967459792935,6.121250711956834,0.0,1.6051800453420346,4.1,16
17,9.133967459792935,6.545741593943131,4.5155757137746395,0.6391307430915841,4.766666666666667,40
18,9.133967459792935,6.5236334389282025,5.377092424740981,0.5631803025938318,2.933333333333333,16
19,9.133967459792935,6.3952741800263375,2.5012672348820586,0.9045302968469334,4.266666666666667,40
20,9.133967459792935,5.499971286907416,0.0,2.247372142079812,7.666666666666667,85
21,9.133967459792935,6.342189418338061,3.217994618977833,1.0421252926249758,3.4,16
22,9.133967459792935,6.221872471884581,2.5704005690888083,1.3061596390217223,3.7,19
23,9.133967459792935,6.204656049362908,2.5027640607769746,1.4789982974104887,4.433333333333334,19
24,9.133967459792935,5.804698887198828,2.4999499752416052,1.6788589247410797,4.466666666666667,19
25,9.133967459792935,6.173871553446495,2.4999499752416052,1.473805626265892,4.233333333333333,17
26,9.133967459792935,6.077802542679111,3.2790234761745722,1.2336536427532414,5.0,23
27,9.133967459792935,5.888539770951167,0.0,1.835566664442474,4.8,16
28,9.133967459792935,6.327184348564866,3.1118264213441336,1.2668827033177785,3.3333333333333335,16
29,9.133967459792935,6.3283284239512865,2.5874285999569473,1.2695995385486738,4.266666666666667,27
30,9.133967459792935,5.452858480783875,0.0,1.8431070209453704,4.6,40
31,9.133967459792935,5.912035876775244,0.0,1.7622759155992342,4.2,40
32,9.133967459792935,6.212394823560711,2.50604872874813,1.1512668087160205,3.1333333333333333,16
33,9.133967459792935,5.865839844408143,2.5000492290142065,1.3611593707060112,2.6,16
34,9.133967459792935,6.2703996983519215,0.0,1.4786686702012408,3.4,17
35,9.133967459792935,5.47677012791346,2.499826388888889,1.7626313429434606,2.8,16
36,9.133967459792935,5.789204529389291,2.499826388888889,1.5555307475219136,2.7333333333333334,16
37,9.133967459792935,5.78446495671632,2.499826745650991,1.6060593298982226,3.0,16
38,9.133967459792935,5.972782943946423,0.0,1.6054007211213517,3.8666666666666667,16
39,9.133967459792935,5.809646267551492,0.0,1.6170075351300912,3.3666666666666667,16
40,9.133967459792935,5.766349652896348,2.499826388888889,1.491876714713021,3.066666666666667,16
41,9.133967459792935,6.011417125590712,2.8452584310394915,1.198192724550645,2.8,16
42,9.133967459792935,5.872791830712509,0.0,1.7033360666181665,4.766666666666667,43
43,9.133967459792935,6.224169822607283,0.0,1.8073139797132274,5.466666666666667,40
44,9.75173105892029,6.44448603229334,0.0,1.4386663604283583,3.3666666666666667,22
45,9.75173105892029,6.123714212611232,0.0,1.4997624696905958,3.2333333333333334,13
46,9.75173105892029,6.390494498616348,2.5610810581125047,1.0274888906754345,3.2666666666666666,13
47,9.75173105892029,6.649014823013199,5.624941201482637,0.6287515317668895,3.6666666666666665,13
48,9.75173105892029,5.806736133082364,0.0,1.904240740348679,4.133333333333334,13
49,9.75173105892029,6.208370194319212,2.553409348069844,1.262573517162841,3.533333333333333,13
